track_name,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_s,class
Thursday,Jess Glynne,0.603,0.554,2,-4.381,1,0.0646,0.452,0,0.0545,0.354,111.989,216.239,1
All Day And Night,Jax Jones,0.567,0.765,1,-4.107,0,0.108,0.317,0,0.14,0.541,121.924,169.467,1
Ransom,Lil Tecca,0.745,0.642,7,-6.257,0,0.287,0.0204,0,0.0658,0.226,179.974,131.24,1
This Is Me,Keala Settle,0.284,0.704,2,-7.276,1,0.186,0.00583,0.000115,0.0424,0.1,191.702,234.707,1
South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,0.857,0.621,9,-6.376,0,0.0824,0.148,0,0.0865,0.668,97.986,204.467,1
Here With Me,Marshmello,0.791,0.565,5,-3.933,0,0.0439,0.0623,0,0.156,0.181,99.961,156.347,1
Walk Me Home,P!nk,0.652,0.453,1,-6.119,1,0.0445,0.0519,0,0.179,0.432,88.038,177.391,1
Mad Love,Mabel,0.622,0.796,0,-2.999,0,0.172,0.667,0,0.106,0.62,197.705,169.813,1
So High (feat. Fredo),MIST,0.866,0.714,6,-6.107,1,0.22,0.00612,1.88E-05,0.0787,0.384,108.005,163.143,1
Lost Without You,Freya Ridings,0.386,0.136,6,-9.267,1,0.0458,0.932,0,0.0653,0.0976,67.016,225.853,1
Leave a Light On,Tom Walker,0.586,0.624,5,-5.946,1,0.113,0.0153,1.78E-06,0.133,0.267,68.976,185.863,1
How Do You Sleep?,Sam Smith,0.477,0.682,1,-4.931,0,0.0925,0.153,0,0.0763,0.345,110.567,202.205,1
Mr. Brightside,The Killers,0.356,0.924,1,-3.74,1,0.0808,0.00101,0,0.0953,0.232,148.017,222.587,1
Bohemian Rhapsody,Queen,0.397,0.386,0,-10.405,0,0.0503,0.271,0,0.188,0.21,144.242,355.4,1
Body,Loud Luxury,0.752,0.764,1,-4.399,1,0.038,0.0476,9.44E-05,0.0543,0.582,121.958,163.216,1
Circles,Post Malone,0.695,0.762,0,-3.497,1,0.0395,0.192,0.00244,0.0863,0.553,120.042,215.28,1
No Guidance (feat. Drake),Chris Brown,0.698,0.449,1,-6.752,0,0.183,0.141,0,0.157,0.117,92.933,260.64,1
Good as Hell,Lizzo,0.682,0.919,0,-3.18,0,0.0875,0.256,0,0.442,0.535,95.982,159.736,1
Outnumbered,Dermot Kennedy,0.614,0.684,0,-5.79,1,0.157,0.247,0,0.0976,0.258,156.85,245.7,1
One Kiss (with Dua Lipa),Calvin Harris,0.791,0.862,9,-3.24,0,0.11,0.037,2.19E-05,0.0814,0.592,123.994,214.847,1
ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,0.61,0.83,0,-4.105,1,0.0571,0.033,0,0.118,0.728,182.162,193,1
i'm so tired...,Lauv,0.599,0.733,11,-7.058,1,0.203,0.176,0,0.242,0.534,102.211,162.583,1
Fashion Week (feat. AJ Tracey & MoStack),Steel Banglez,0.694,0.757,11,-6.899,0,0.167,0.272,0.000161,0.0995,0.703,97.167,201.999,1
when the party's over,Billie Eilish,0.367,0.111,4,-14.084,1,0.0972,0.978,3.97E-05,0.0897,0.198,82.642,196.077,1
SICKO MODE,Travis Scott,0.834,0.73,8,-3.714,1,0.222,0.00513,0,0.124,0.446,155.008,312.82,1
Shape of You,Ed Sheeran,0.825,0.652,1,-3.183,0,0.0802,0.581,0,0.0931,0.931,95.977,233.713,1
Hold My Girl,George Ezra,0.614,0.527,10,-6.374,1,0.0302,0.597,0,0.11,0.354,121.941,211.764,1
Funky Friday,Dave,0.975,0.535,1,-7.227,1,0.196,0.0783,0,0.107,0.671,125.066,182.741,1
Goodbyes (feat. Young Thug),Post Malone,0.548,0.653,5,-3.875,1,0.081,0.456,0,0.103,0.163,150.068,174.853,1
Paradise,George Ezra,0.642,0.881,11,-3.537,1,0.0393,0.209,0,0.21,0.913,138.03,222.045,1
Going Bad (feat. Drake),Meek Mill,0.889,0.496,4,-6.365,0,0.0905,0.259,0,0.252,0.544,86.003,180.522,1
So Am I,Ava Max,0.682,0.656,6,-4.67,1,0.0435,0.0737,0,0.353,0.607,130.089,183.027,1
If I Can't Have You,Shawn Mendes,0.692,0.809,2,-4.198,1,0.0602,0.524,0,0.147,0.864,123.911,190.8,1
All I Want for Christmas Is You,Mariah Carey,0.335,0.625,7,-7.462,1,0.0386,0.164,0,0.0708,0.346,150.277,241.107,1
"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,0.653,0.809,0,-4.057,1,0.0474,0.194,0,0.165,0.55,92.213,210.773,1
Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,0.581,0.662,9,-5.239,1,0.303,0.0153,0,0.111,0.434,93.023,189.487,1
Girls Like You (feat. Cardi B),Maroon 5,0.851,0.541,0,-6.825,1,0.0505,0.568,0,0.13,0.448,124.959,235.545,1
2002,Anne-Marie,0.697,0.683,1,-2.881,0,0.117,0.0372,0,0.137,0.603,96.133,186.987,1
Advice,Cadet,0.911,0.529,9,-7.996,0,0.328,0.201,0,0.101,0.76,105.067,192.571,1
The Greatest Show,Hugh Jackman,0.417,0.824,11,-7.36,0,0.105,0.000239,0.0545,0.0725,0.4,157.92,302.147,1
Don’t Feel Like Crying,Sigrid,0.749,0.814,5,-3.769,0,0.0404,0.156,0,0.0673,0.715,119.964,157.01,1
Taste (feat. Offset),Tyga,0.884,0.559,0,-7.442,1,0.12,0.0236,0,0.101,0.342,97.994,232.959,1
Truth Hurts,Lizzo,0.715,0.624,4,-3.046,0,0.114,0.11,0,0.123,0.412,158.087,173.325,1
Post Malone (feat. RANI),Sam Feldt,0.59,0.642,7,-3.87,1,0.122,0.0771,0,0.105,0.651,107.356,174.444,1
Last Christmas,Wham!,0.735,0.478,2,-12.472,1,0.0293,0.189,2.48E-06,0.355,0.947,107.682,262.96,1
Let You Love Me,Rita Ora,0.531,0.854,10,-3.149,1,0.198,0.288,0,0.0773,0.456,94.419,190,1
Crown,Stormzy,0.542,0.581,9,-5.687,1,0.159,0.701,1.02E-06,0.0741,0.0857,108.909,213.464,1
Woman Like Me (feat. Nicki Minaj),Little Mix,0.754,0.854,5,-3.449,0,0.0608,0.177,0,0.0808,0.8,75.002,229.72,1
Don't Stop Me Now,Queen,0.557,0.761,5,-9.58,1,0.167,0.057,0.00109,0.567,0.666,156.442,209.6,1
What I Like About You (feat. Theresa Rex),Jonas Blue,0.46,0.8,1,-3.584,1,0.05,0.289,6.16E-06,0.121,0.553,102.46,220.396,1
